epoch,accuracy,learning_rate,loss,pr_auc,precision,recall,roc_auc,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall,val_roc_auc
0,0.7747105956077576,0.0010000000474974513,0.5187264084815979,0.7193112373352051,0.6768060922622681,0.8109339475631714,0.838548481464386,0.7091412544250488,0.574401319026947,0.7118368148803711,0.5980861186981201,0.8561643958091736,0.807900607585907
1,0.8512911796569824,0.0010000000474974513,0.36630484461784363,0.8533240556716919,0.7615384459495544,0.9020501375198364,0.9213873147964478,0.7313019633293152,0.5566923022270203,0.7403139472007751,0.6183574795722961,0.8767123222351074,0.8392322063446045
2,0.886910080909729,0.0010000000474974513,0.30972209572792053,0.9004168510437012,0.8046875,0.9384965896606445,0.9464525580406189,0.7590027451515198,0.5052956938743591,0.7743017077445984,0.6560846567153931,0.8493150472640991,0.8573908805847168
3,0.8913624286651611,0.0010000000474974513,0.2946239113807678,0.9102834463119507,0.8268041014671326,0.9134396314620972,0.9517926573753357,0.7700831294059753,0.4710645079612732,0.8063967227935791,0.6740331649780273,0.835616409778595,0.8736699819564819
4,0.8851290941238403,0.0010000000474974513,0.29094797372817993,0.9030523896217346,0.8125,0.9179954528808594,0.9507636427879333,0.7008309960365295,0.8450000286102295,0.7686041593551636,0.5778688788414001,0.965753436088562,0.8554794788360596
5,0.871772050857544,0.0010000000474974513,0.3215842843055725,0.9145875573158264,0.7955911755561829,0.9043279886245728,0.9447941184043884,0.7202215790748596,0.6980108618736267,0.7592114210128784,0.5965664982795715,0.9520547986030579,0.8542848229408264
6,0.8958147764205933,0.00020000000949949026,0.25621625781059265,0.9380582571029663,0.8120155334472656,0.9544419050216675,0.9658714532852173,0.7562326788902283,0.5126187801361084,0.793428897857666,0.6464646458625793,0.8767123222351074,0.8696399927139282
7,0.9091718792915344,0.00020000000949949026,0.23875214159488678,0.9468106031417847,0.8488612771034241,0.9339407682418823,0.9706370234489441,0.7506925463676453,0.5345255732536316,0.8053020238876343,0.6359223127365112,0.8972602486610413,0.8754858374595642
8,0.9145147204399109,4.0000002627493814e-05,0.22514909505844116,0.9587619304656982,0.8436873555183411,0.9589977264404297,0.9752744436264038,0.761772871017456,0.5183852314949036,0.808441162109375,0.6499999761581421,0.8904109597206116,0.8768237829208374
9,0.9154051542282104,4.0000002627493814e-05,0.22720888257026672,0.953887403011322,0.8539094924926758,0.9453303217887878,0.9742786884307861,0.7562326788902283,0.5106768608093262,0.8092982769012451,0.6464646458625793,0.8767123222351074,0.8773016929626465
10,0.9216384887695312,8.000000889296643e-06,0.22165809571743011,0.9576179385185242,0.8559837937355042,0.9612756371498108,0.9756507277488708,0.7562326788902283,0.5122572183609009,0.8102644085884094,0.6464646458625793,0.8767123222351074,0.8777477145195007
11,0.9162956476211548,8.000000889296643e-06,0.22269783914089203,0.9566343426704407,0.8484848737716675,0.9567198157310486,0.9745883941650391,0.7590027451515198,0.5142655372619629,0.8110348582267761,0.6482412219047546,0.8835616707801819,0.8779706954956055
12,0.9171860814094543,1.6000001323845936e-06,0.22293293476104736,0.9621608853340149,0.8530611991882324,0.9521639943122864,0.9771543145179749,0.7590027451515198,0.5145867466926575,0.811029851436615,0.6482412219047546,0.8835616707801819,0.8778750896453857
13,0.9109528064727783,1.6000001323845936e-06,0.22416558861732483,0.95941162109375,0.834319531917572,0.9635535478591919,0.9756591320037842,0.7590027451515198,0.5140095353126526,0.8112539052963257,0.6482412219047546,0.8835616707801819,0.8780821561813354
14,0.9118432998657227,3.200000264769187e-07,0.22974655032157898,0.9550164341926575,0.8441295623779297,0.9498860836029053,0.9741737842559814,0.7590027451515198,0.5139472484588623,0.8111258745193481,0.6482412219047546,0.8835616707801819,0.8780344128608704
